label,text
1,Product seems rusty where the screw goes in. Some didn’t screw in the whole way or straight
2,"Estaba previsto que el producto llegase entre el 4 y el 8 de octubre... Estamos a 11 y todavía no ha llegado! Y ni siquiera un mail para avisar del retraso. Eran para el cumpleaños de mi hija, menos mal que sólo era un detalle accesorio y lo teníamos todo preparado. Evidentemente, nunca más compraremos productos de este proveedor."
2,"Caca de vaca. Los cristales se despegan. Se mueven...etc. Por lo que se ve, son todos iguales o parecidos. Yo no los recomiendo."
1,"I supposedly tweeted a comment someone didn’t like so I was locked out of my account and now I think my tweets are not even showing up .... I didn’t use profanity , just made a comment to a certain senator lol"
0,"К счастью , народ большой был в целом добрым и простым , хорошо они нищим и не особо наблюдательным ."
0,"Почерк Тодд не очень глубокий , но он сильно качели , smashing табу со всех сторон -- фильм - это темная сторона , что-то есть в Мэри . И в некотором смысле , у него не могло быть более подходящего запуска ."
1,Smelled like it was rancid. Not sure if it was stored correctly.
0,"Так что я всегда была против мысли о том , чтобы выглядеть учетом или мужеподобной , и люди никогда бы не догадались , что я был , и это меня радует ."
0,"Она села и улыбнулась в воздух того , у кого все хорошо в руках ."
1,Not what I expected. Cheaply made
2,Alguien me dice x que no se conecta a la red
2,"Es de buena calidad, discreta y no se aprecia cuando la utilizas que eres funcionario"
2,Tal como lo esperaba. Fular semielastico
1,If you want to play the piano this is not right for you but it is fun to play around with!!!!!
1,"Larger than expected. Lots of wasted space. I'd prefer bigger day blocks for writing, but the tabs are nice."
2,"Al principio estaba un poco asustada porque vi comentarios de que era complicado pero para nada. Es mi primer drone y me costó dos minutos de leerme las instrucciones (en inglés) y ponerlo en funcionamiento. Es verdad que al ser mi primer drone me costó un par de vuelos accidentados cogerle el truco pero al tercero ya pude hacerlo volar y aterrizar. Tiene botón de despegue y otro de aterrizaje que para los que somos nuevos en esto viene genial, y uno para llamarle y que vuelva. Por otro lado, es resistente porque en los primeros vuelos le pegué buenos golpes y se me coló en sitios complicados y ni un rasguño ni nada roto. Viene con un mando que sirve a su vez para guardar el drone, una pieza para colocar el móvil en el mando, el drone, recambio de aspas, cubre aspas y una herramienta de metal para quitar las aspas para cambiarlas o para poner el protector y cable para cargar el drone aunque también viene con uno en el mando por si lo quieres cargar ahí mismo. Única pega es que el mando va a pilas y no vienen incluidas. Me parece importante decir que el drone trae un botón de on/off porque me pensé que no funcionaba porque el mando estaba encendido pero el drone no daba señales de vida. En cuanto das al on en el drone, se encienden las 4 luces que tiene por debajo y parpadean en función de si está simplemente encendido, parpadea cuando calibra el giroscopio y parpadea más rápido si ya está listo para volar. Hace muchas piruetas y cosas chulas con la app pero yo no soy capaz porque aún estoy en fase principiante y estoy con las cosas básicas, pero en breve me veo haciendo de todo con él."
1,"When looking for instruction on how to scan, download, save, store and retrieve it was a challenge. Impatient I ordered another book to get the answers. More concise directions would have been nice. Overall the book was helpful but lacked direct 1-2-3 directions."
1,I like the back of the case and it gives my phone a good accent. The edges of the case are really flimsy and have torn/ripped in some areas.
2,Yo calzo un 40 y mi mujer un 37. A los dos nos ajustan bien al pie y nos parecen cálidos pero las gomas nos acaban molestando. Al cabo de pocas horas es necesario recolocarlos un poco para aliviar la presión. No sé si mejorará con los lavados.
0,"Многие учреждения не имеют организационной культуры , которая способствует повышению эффективности и подотчетности , что имеет решающее значение для успешных организаций ."
1,"Seller delivered very timely and the product was packaged with the utmost care, thank you!!"
2,"Se a averiado un auricular a los dos meses de comprarlo . No lo recomiendo , no lo volvería a comprar"
1,"It does the function I wanted, not that easy to apply but worth the extra effort."
0,"Американские экспатрианты , такие как Эрнест Heming ? Так , ф . Скотт Фицджеральд , гертруда штайн , Джон Дос пассос и Теодор Драйзера также внесли свой вклад в свободную жизни ."
1,The product came fast and I have no problem installing it. The material looks high quality and fit nicely in the back seat. I highly recommended this and it at a great price.
2,Queda como se esperaba pero me había hecho la idea de otro tipo de material y no estaba del todo convencido el usuario. Que era mi padre.
0,"Затем , быстро , как вспышка , два пенса дернут стакан вверх , как она могла ."
0,"Да , у нас был кто-то из э-Э-Э-Э-Э-Э"
2,"Lo compré porque tenía Ma lento no me ha venido sin el, cómo puedo solicitarlo?"
1,Product looks great installing this weekend have also got anybody interested in a pair
2,"Hoy día, algunas TVs ya no tienen entrada de componentes. Este aparato me ha evitado tener que comprar componentes, que generalmente suelen ser aparatosos, para conectar mi video/audio de Wii en mi TV usando un cable HDMI. Totalmente recomendado."
1,"2nd one i’ve bought, within a yr, this one just 3 months ago, My advice, DONT BUY, for the price , NOT worth it.."
2,"Las características del reloj una pasada, realmente es una maravilla... Si no se desconectara cada 2 minutos estando a medio metro del móvil. En fin una lástima tendré que devolverlo"
2,"La impresión está bien, pero estos cartuchos salen caros ya que se acaba rápido la tinta. Recomiendo coger los XXL"
1,"Works pretty good so far, just be careful when installing it to the rod, if you tighten too much it sounds like something is starting to break. Other than that it's a good product. Items description says no batteries required, but you do need 4 C batteries in order for the motor and lights to work."
0,"Я сказал , что сбежал , значит , что он был заперла , и я не мог открыть его , но я верю , что все двери были найдены сбежал внутри . """
2,"La radio no vale nada y el manos libres regular,por lo demás bien."
0,"Возможно ли , что история о сокращении расходов правдоподобно ?"
1,"Incredibly boring, did not like this at all!"
2,suena bien pero es muy lento el reparto com retraso y el repartidor un borde
0,"Она пробормотал в него , в то время как в лицо смотрел ."
2,"La mochila es una pasada,me gusta mucho, una pena que no sea impermeable como dice el vendedor, la he probado caminando por la calle un dia de poca lluvia y la ropa que meti dentro estaba mojada, menos mal que no puse el portatil sin haber hecho la prueba..."
0,"Что касается колонок 5 , то 8 , единственные суммы , которые меняются в строках 1 и 2 , по сравнению с столбцы 1-4 , представляют собой исходящие расходы и поступления ."
1,"I got these to augment the pawstruck Bully Stick stash. She loves both. These are a better size than other brands. They are still a little pricey; but low enough that they help spread out the cost of bully sticks. These do not last as long as bully sticks, but they are a nice chew and I prefer the one ingredient treats/chews for the pup. I just wish all of their items were a little more affordable."
2,Estás cajas al final dan error. Dejo de funcionar a los meses. Ya me ha pasado lo mismo con varias de distintos vendedores. Quizás sea mala suerte la mia
1,Very light and when the posts are assembled there is a gap. It looks cute from distance
1,Pointless annoying toy that is way to much for what it does. A very pointless toy
1,"Super impressed! Way better than expected!! Very bright, and you gotta love the solar energy!!!"
2,Es un plástico flojo. Pero hace el apaño
0,"Через минуту он был рад , что был , потому что не конрад вошел , а девушка ."
0,Это cayenne перец ты имеешь в виду ?
1,My son loves reading these stories everynight at bedtime
1,"Bought these tongs to replace the Vollrath tongs of similar length: the strip hinge broke there and I needed a cheap replacement. These tongs are thin and feel somewhat cheap, but they do the job. The only thing that I don't like is that they spread out very widely compared to other tongs that I used."
1,I loved the characters. I would have given it a 5 star rating but I felt like the end was abrupt and caught me by surprise. It didn’t feel finished to me. Otherwise great book though and I definitely recommend it!
2,"Demasiado pequeña, no cabe apenas nada; además se hace incómodo llevarla a un hombro. La calidad del tejido parece buena."
0,"По всей вероятности , она все еще была в пригороде Южного одли ."
0,"В -- Боб Ливингстон , хейли барбур , Томми Боггс -- самые успешные выпускники Вашингтона ."
0,"С чего вы взяли , что он не заинтересован в этом деле ? Спросил Томми Любопытно ."
2,"LO COMPRE PARA CORTAR UNOS ANGULOS DE ALUMINIO Y DEJA MUCHISIMA REBABA, HAY QUE REPASAR CON LA RADIAL PARA ELIMINAR ESTA REBABA. NO HACE LA FUNCION PARA LA QUE LO VENDEN"
0,"О , боже , это правда , я не слышал об этом ."
1,Not what I expected I wanted an easy to read children’s bible
1,"I like it so far after a week. OK, the box is heavy so what. You need the exercise. It easy to put together. Takes 5-10 minutes at most. It easy to adjust up and down. Seems durable. One issue. I noticed when I'm standing If I lean on the upper level, as you will after standing a while, it makes a noise as if you are stressing it. Like I said it has only been week, I'll follow up if the whole thing crashes after leaning weight on it. But I am impressed with the look, the design, the functionality and ease of use. The price is very competitive and seems to be a best buy."
2,Después de un año ya no carga la batería.
1,This camera stopped working after a few months of use. I tried to contact the seller and keep getting the run around about returning it for a new one on the warranty. Beware of this seller.
1,"This works really well. It's light enough. A bit awkward when using the mulch function, but still manageable. It is time consuming to use the mulch function, but if you rake the leaves in a pile and then use it, it's pretty good. It can be used for some light snow, but a broom works just as easily--anything above a coating and if it's wet, it's too much, but worth a go on a walkway or deck. Definitely recommend it."
0,"Таким образом , санкции в отношении неоплаченных налогов являются в доходами ."
1,Cost too much but it works
1,Terrible. Poor quality. Will never wear
0,"Они ели , а потом ехали , отдыхали в самые жаркие части дня , когда огромное красное солнце повесил в оранжевое небо ."
1,"It only works for listening, my microphone quality was reduced to the point of uselessness whenever I'd try to use this splitter. I tried both a PC headset with stereo audio + microphone, as well as individual earbuds (meant for phones with mic on cord) on each female end of the splitter. It still did not work either way - the person on the other end could not understand what I was saying and I tested it on my own voicemail to see that the quality was indeed awful only while using the splitter. I received a free replacement from the seller, but it had the exact same problem. I bought a similar cable from a different brand, it works perfectly fine for my PC headset (it has green-marked and red-marked ends for stereo/microphone plugins). I will stick with that one instead."
1,These taste very artificial. Would not buy again.
0,"В Людовик XV был назвал в ? ? ( любимый ) , по крайней мере , в первой половине его правления ."
0,"Ничего , миссис Кавендиш ?"
0,"Самое newsy развитие в том , что сегодняшние газеты решили назвать в скандалом , это то , что вчера , как сообщалось в wp , адвокат Моники Левински открыл на одном из своих пяти ( ! ) ток-шоу шоу , что возможно его клиент , кто владеет долей австралийской квартиры , была запись , предлагаю его линде трипп в обмен на то , что трипп не знал о том , что у нее были сексуальные отношения с президентом клинтоном ."
0,"Самая лучшая и самая настоящая работа - это машрабия , экраны решетки , которые охватывали османской окна , позволяя женщинам смотреть , как мир проходит мимо , не будучи видел ."
1,this works but is kind of flimsy and light. this gets the job done for my needs but i dont know how accurate it is.
1,I would have given it 5 stars if the binding was better
2,"La devolví,no funcionaba y me reembolsaron"
0,"Но ни Клинтон , ни бёрч не упоминали однополые браки ."
0,"И ты знаешь , что мы там иногда ели , и это довольно хорошо , что ты знаешь , что это немного дороже , чем я обычно люблю тратить , плюс другое , я не я не большой фанат морепродуктов ."
0,"Большинство президентов на пенсии , и что с ними случилось ?"
1,These will not hold a charge and the sound quality is not good. I would have returned them but I threw the package away do yourself a favor and spend the extra 20 bucks
0,"Кровати , стулья и скамьи - это место , где история отдыхает в Вашингтоне ."
2,Solo suena un altavoz después de solo 10 meses. Y no le podemos echar la culpa al cable.. Y ahora q.....
2,Conexión automática con una Sony Bravía de hace 9 años. Precio bajísimo en comparación con los que se venden en tienda
1,I love this set. The egg molds are great and easy to use. They also have covers that come with them. Everything is very good quality and easy to clean. I have a 6qt Instant Pot and everything fits perfectly. Super fast shipping too! I would order from them again.
2,"Soy seguidora de Raimon y me gusta mucho su enfoque en general. He leído varios de sus libros y me han aportado y motivado, pero este en cambio me ha resultado bastante, bastante flojito. Me ha decepcionado, la verdad."
0,"Британские органы здравоохранения в своих руководящих принципах 1995 года ( разумное пьянство ) говорят , что люди , которые пьют очень мало или вообще не работают и находятся в возрастной группе высокого риска для сердечных заболеваний , должны рассмотреть возможность того , что легкие напитки могут помочь их здоровью.-что ?"
2,No sirve para nada. Tras varios dias de uso con moscas y mosquitos por toda la habitación no atrapó ni uno. Lo único q hace es ruido y consumir corriente. He pedido la devolución a ver como se comporta el vendedor.
2,La pedimos junto a los auditivos de protección. Las usamos con el cortasetos y nos permite trabajar con seguridad.
0,Модель комплексного планирования ( мпс ) использовалась для расчета всех будущих прогнозов выбросов источников электроэнергии .
1,These work well - used them to light steps. I would feel comfortable recommending them.
2,Llegó en tiempo y cumple con lo esperado
0,"Ты знаешь , что ты действительно учишься быть надежным , ты знаешь , что когда кто-то полагается на тебя , ты должен быть там ."
0,Это не может быть подделкой .
0,""" CA "" уехал ночью , а сан-Доро последовали за ним ."
1,May update IF I ever receive this item! After 2 weeks...Received a notice saying the usps claimed it was undeliverable to this address... not like I haven’t received a thousand items here from Amazon and mail in general. Usps said they can’t even look into it since NO tracking number was provided. Not pleased.
0,"Когда мы ходили куда-то , но на самом деле и по-настоящему безопасные черты , но я бы не получил того , что если бы на двери были ремни безопасности , я бы не получил его"
0,Роджерс был в всадник и опытным игроком в поло .
2,"Es una buena compra, ya que tiene buena imagen y sonido y el precio es muy razonable."
0,"Адвокаты хотели бы отметить , что отходы никого не убивали , но дети умирают каждый год от отравления едой ."
0,"В период между 1789 и 1815 гг. Часовня работала по-разному , как склад муки , клуб для высокопоставленных стиляг , и , наконец , в качестве архива для консульства Бонапарт ."
0,"И тот , что на в ? """
2,"Los que hemos probado tantas cremas no esperamos un milagro, si costará la mitad diría que es de lo mejor que he probado, pero su precio es muy elevado para lo que se consigue, no obstante recomiendo que la probeis, cada uno tiene un problema diferente"
1,Smaller than I expected but I love it!
1,This product is really great!!!
0,"Миллер говорит , что им не придется , так как ни один округ не потеряет офис из-за слияния ."
1,"The light part at the top of the lantern is not secured well to the lantern, so most of the ones that I have purchased have detached after only being outside for < 1 month."
2,producto de baja calidad !!!
1,"I love my Jade Roller! I have trouble with under eye circles and just put the roller in the freezer for a few minutes and use serum and have noticed a difference. And in the evening it helps to ""roll away"" the stress of the day around my eyes and forehead. It is great for headaches, too! The packaging is darling, and have no complaints about the product whatsoever. Would definitely recommend to anyone else."
0,"Республиканцы-республиканцы боятся задержки и уважают его политические способности , но они не любят его и не доверяют ему так же сильно , как и armey ."
1,Hated it very hard to stay in one place
0,"Поощряется проведение экспериментов , равно как и представление такой дополнительной информации , что будет способствовать укреплению финансового доклада ."
0,"И ты знаешь , что я хожу , я не поеду , так что ты знаешь , что у меня тоже есть небольшое упражнение ."
1,Comfortable but does attract pet hair !!!
0,"Она не могла больше отсутствовать из задней части , но она очистил и постирала с в скоростью , которая была приобретена в больнице ."
0,"Конрад , несомненно , был арендатором дома ."
1,Color not as pictured. The hanging tassels came damaged. I was unable to use them and had to return.
2,No es resistente al agua. Y se rompe con facilidad
1,"Beautiful dress- the glue used for the glitter is quite smelly. Overall, good dress-up dress, especially for the price."
1,Got for kids in bath. VERY bumpy not comfortable for children
2,"no es nada del otro mundo, servicio bueno"
1,"I did not receive it them, I was call amazon and they left my package in an other address. They put my money back in my account"
2,"Cubo de plastico muy justito, es muy endeble. De momento aguanta, pero parece que se vaya a romper. Hay ofertas mucho mejores la verdad."
1,"I bought this shoe for my daughter in light purple and it was GREAT. I bought a spare pair in teal, and the plastic must be different because it is so tight she can't get her feet in them. It's like they made the back strap too short when they produced this color. Don't recommend the teal."
1,"Usually love otterbox cases and this one is good but not like I had expected. Pain to get on, even more of a pain to get off. A bit of liquid has still management to get inside the case even with it on all the way. I have tried out not only the iPad case but also the iPhone case."
1,"Easy buy, fast ship, great product. . .what more can you ask!?"
1,These are gorgeous and comfortable. Would definitely buy again. I have a small wrist and was able to remove all links to fit.
1,"It was set in the 1950's, and the story felt as if it was written at that time. It was sweet, but rather old fashioned in its plot, characters and events. Little drama, too neat and tidy in how all the pieces fit together."
1,Not worth the money.
1,"Bought this for handling miscellaneous aircraft parts and hanger ""stuff"" that I needed to organize; it really fit the bill. The unit arrived quickly, was well packaged and arrived intact (always a good sign). There are five wall mounts-- three on the top and two on the bottom. I wanted to mount it on the wall, so all I had to do was to remove the top two layers of plastic drawers, as well as the bottom corner drawers, place it when I wanted and mark it; I then used some of the new plastic screw in wall anchors (the 50 pound variety) and it easily mounted to the wall. Some have remarked that they wanted dividers for the drawers, and that they made those. Good idea. My application was that I needed something that I can see the contents at about eye level, so I wanted the fuller-sized drawers. I also like that these are the new plastic that doesn't get brittle and split like my older plastic drawers did. I like the all-plastic construction. It's heavy duty enough to hold metal parts, but being made of plastic it's not as heavy as a metal frame, so you can easily mount it to the wall and still load it up with heavy stuff, or light stuff. No problem there. For the money, you can't beat it. Best one of these I've bought to date-- and I've been using some version of these for over forty years."
2,"Un artículo que se adapta perfectamente a la descripción, lo único es que el tornillo de la rótula no es de muy buena calidad pero CUMPLE SU FUNCIÓN. Lo tengo sujetando una cabeza de flash de unos dos kilos y va perfectamente."
2,"Este dispositivo es muy fácil de configurar. Practicamente chequea las Wi-Fi disponibles, se añade la clave de encriptado y ya está. Luego queda una toma ethernet, que proporciona una toma adicional con la red local, sobre 2,4 o 5 Ghz a elegir. Lo mejor es la de 5 Ghz. Da una gran potencia y colocada en un punto estratégico realmente proporciona cobertura en toda una vivienda."
1,My son is allergic to mosquito bites - so I decided to buy this to ward off the ones that hang out near our door on the porch. Although it did seem to ward off mosquitos - which was obviously the point of buying it. It did seem to attract gnats and other small flying insects! There were small swarms pretty much every day for like a week and my husband made me take it down.
1,Worked decently. I have 2 turtles the size of half dollars and it keeps water clear for them for about 3 weeks. I bought a more powerful one but should work fine for fish.
0,"Эпоха птолемеевской подошла к концу со своим самым известным правителем , королевой клеопатра ."
2,Me pareció caro para la calidad del producto. Además el sistema para quitarlo y ponerlo para meter el carrito en el coche no es ágil
1,"From the pictures I thought this was in a frame, however it’s exactly what I ordered."
1,Great product but most of them were broken poor packaging
2,"Me parece un utensilio muy práctico y eficiente, muy recomendable. Lo valoro con 3 estrellas porque he tenido un problema ya que una de las ruedas interiores rozaba con la carcasa y giraba muy mal. He tenido que limar la rueda disminuyendo el grosor del plástico y ya gira perfectamente."
0,"Критики Клинтона , несомненно , изображали такую встречу , как в политизации министерства юстиции , вновь напомнили нам о злоупотреблении ФБР в travelgate и filegate , и вновь призвали к независимому адвокату ."
1,"I laid this down on the patio table and all soap was leaked out. Value for money for own use, but it won't be gift idea."
2,"No es la pulsera que yo pedí, yo pedí la de la cruz y me han enviado la del corazón."
0,"Маленький человек продолжил движение , поймал лезвие и развернулся ."
0,"Даже так , о царь !"
2,"Ha cumplido totalmente mis expectativas, es tal como esperaba. Buena relacion calidad-precio. Estoy muy satisfecho de la compra. Lo recomiendo totalmente."
1,Love love love. Fit is as expected. Light and flattering summer pants
1,"This was a bit of a let down. The bag feels and looks pretty cheap, in my opinion. The main reason I returned it, is because I planned to use this bag to carry my MacBook in for work, and when I put it into the backpack (without a case) the top stuck out of the backpack with no covering, which kind of takes the ""waterproof"" idea down a notch. Although this would probably be great as a diaper bag or something of the sort, not what I was looking for and was difficult to use (even with nothing in it), as there was nothing to keep the strap adjustment device in place."
2,"Disco de corte fino, para trabajos de precision, muy buena compra."
0,"Это один из тех рейтингов , которые я делаю на телевидении , и я процесса некоторые рейтинги и делаю графики для их телевизионных станций , это их клиенты , так что"
2,"Resistente,dura,de calidad y muy profesional"
0,"Гуляя до маяка хоут , трудно поверить , что дублин находится всего в нескольких милях отсюда , пока вы не увидите , как Дублине Бэй : перед вами ."
1,"Beware when ordering........ the 4 Posters that come with this may be all crinkled when they arrive. Amazon shipped this package that I ordered for my daughter and all four posters were folded, yes they were FOLDED! Posters are suppose to be rolled up and placed in a tube correct???"
0,"Что вы мне здесь даете : розовый , ярко-зеленый , ярко-оранжевый , яркая бирюза ."
0,"Окончательное правило было издано в соответствии с положениями федерального закона о продовольствии , наркотиках и косметических услугах и закона о государственной службе здравоохранения , который был закреплен в 21 году ."
1,"Purchased for an 1100 mile trip back home. My Tom Tom died after 7 years. Bought this unit- refurbished. Used it for 2 weeks leading up to my return trip back north from Gulf Coast. It completely shut down and wouldn't boot up 4 days before we were to leave for home. Not enough time to get a replacement, so it looks like we will do it the old fashioned way.........paper maps and a yellow sharpie....... (did it in the 70s when my brain was 40 years younger.......so may end up in Alaska or worse......) Blame it on technology, not my aging grey matter.... On the positive side; Amazon's return policy is excellent and I am now shopping for a replacement unit- though not refurbished this time."
1,"Sanders chocolates are to die for, but if you buy them from here, they come all beat up. I ordered them as a gift, and had to apologize for their appearance. Packaging needs to be upgraded from a box where it rolls around freely to something that absorbs the impact from shipping."
1,"I used to buy a similar case made by Elago that was always around $10-15. Slightly bulky, but protects your phone from drops. Seems like a solid case. Doesn't interfere with screen protector. Also, works with wireless chargers just fine. If I could take half a point away, it would be that the cutout at the back is not centered. Once you see it, you cannot unsee it! :)"
2,"Todo perfecto, el embalaje era perfecto. La empresa hizo el envío bastante rápido, antes del tiempo incluso previsto. Mi hija está encantada."
2,Los colgantes son preciosos pero el materíal de casi todos son de una especie de plástico. No todos son de tela. Aún asi son muy bonitos
2,"bien presentada, justo lo que esperaba al menos se pega bien y los bordes quedan correctos, es de agradecer, no suele ocurrir"
1,"I wanted the 505 jeans and I was sent the loose fitting 550 jeans. The picture looks like the slim fit, but they were not. Couldn’t exchange because there was no option. Sent them back and bought the correct jeans on e-bay."
0,"До тех пор , пока на телевидении будет показан новый мир , мы будем знать , что мы не в нем ."
0,Что это говорит о вашем политическом решении ?
1,too flimsy not please
1,"Love the snow men but were poorly packed and were damaged. Sent back, but requested replacement"
2,Sin instrucciones de montaje no se acierta con el anclaje de la llave
2,Para hacer ejercicio no esta mal
2,No vale para nada se despega todo el rato
1,"Product is leaking. All colors. Would like to return, but return window is closed. Please advise"
2,"Es un bolso muy completo donde cabe todo lo necesario para el bebé. Relación calidad-precio buena. Lo compramos para un sillita de paseo para viajar y nos fue muy bien, se puede guardar todo."
0,Это было справедливо .
1,"Used it for a few hours (down to about 1 bar on the battery), then left it on the battery for a week with nothing hooked up to it(No lights on top). Battery pack now refuses to charge. You want to take it off promptly, because the device will discharge the pack to the point of damage. That's an $80 mistake I hope this review helps you avoid."
0,Почему ? Я не говорю по-русски . ' ' '
2,Es muy bonito ..un poco más grande sería genial..
2,Perfectas para la lavadora Balay. El único pero es que hay que lijar un pelo la anchura. Por lo demás perfecto
1,"Set arrived faster than the shipping window showed on Amazon. Came in 4 boxes that arrived at different times. Bc of this one box went missing. Contacted seller and still waiting for the replacement box. Nice quality and took a little bit to put together. Cushions are slippery, so back cushions don't stay on well. Would give higher rating if I didnt have the shipping issue. Still waiting on replacement box."
1,"Fits ok, but the band at the lower edge was loose after the first wash, i will not buy it again"
0,Давайте возьмем видео-игры в качестве примера .
0,У нее был кинжал из камня обсидиана .
0,"Вот доклад драджа , который породил ТВ-шоу ."
2,Esperaba otra dimensión más grande y es una figurita pequeña...
0,Да ну я много слышал о опоссум королевстве
2,"Muy buenas y de buena calidad, un poco dificil de montar pero muy recomendable"
0,"Вольф Блитцер ( позднее издание ) и Тим Рассерт ( nbc встретиться с прессой ) спрашивают пресс-секретаря старр об этом вопросе примерно в 10 раза , но он отказывается отвечать в каждом случае ."
0,"Это лучший молочный ресторан Эйлат , щедро действующей вкусные вегетарианец блюда и салаты в огромных частях ."
2,"Es tal cual en la foto la compré para mi hija de 12 meses, los sonidos son perfectos pero Le pongo la pega del montaje del tambor... Es un desastre para encajarlo en el hueco estuve como tres horas para intentar encajarlo echándole aceite y todo par aver si entraba.... Por este motivo Le pongo 3 estrellas..."
0,"45 миллиардов , успешное переход правительства в такую шкалу будет занять много времени и"
2,Muy cómodas para estar muchas horas trabajando. Por el precio que tiene ya deben de ser comodas
1,Light didn't work out of the box.. When I shake it the light flashes on and off.. No good..
1,"i was trying to get my free bottle after 2 weeks i bought it,but having trouble and then i tried again after 3 months still the same.though i don't notice any improvements in my hair."
0,"Маска также показывает опухоль в верхнем левом веко , который , по словам профессора Уолтера лерке , руководителя клиники "" Хорст-Шмидт "" в висбаден , Германия , может быть доказательством редкой формы рака , которая могла убить бард ."
0,Из Катманду короткие поездки на долину долине позволяют людям с ограниченным временем увидеть высокие горы на рассвете или на закате .
1,The product was little and with chipped paint
1,"I have ordered these cannoli shells several times in the past and they have always been near perfect. I placed an order this week and they were delivered stale, almost expired date and broken. Amazon quickly reordered and sent another only to find they were shipped with same exact problems...won't be reordering these again."
1,"I’m sure this is a good item, but given it was shipped WITHOUT A BATTERY, I cannot use it. Paid almost $200 in shipping fees to Hong Kong. No mention of the item not including a battery. First time bad experience with Amazon. Can a battery please be shipped to me ASAP otherwise I will need to return the item."
0,"На улице о ' коннелл есть более контур магазины , но две достопримечательности - это книги и предметы искусства , а также крупнейший в дублине магазин , clerys , со своими известными часами ."
0,"Ускоренного линии мисс на многих участках канала ; аэропорт запускает crosedirectly в сан-Марко Из Лидо , так что бросьте свои сумки в отель , а затем хоп на номер 1 в противоположном направлении , раунд ."
1,2 of the strings broke as we attempted to put these on.
0,Мы разбили четыре бочки на опоры и вытащил гору на них .
1,The tiniest amount leaves my hair stringy and oily.
2,No hace buen contacto i los moskitos ni se acercan vamos un timo
0,"Но то , что меня поразило во время интервью , это то , что для всех предположений , никто не имеет понятия , что она думает ."
0,"Да , конечно , он пришел за легендой тоже том лэндри , так что у него был какой-то жесткий ряд , чтобы мотыги там ."
0,"О , это как раз то , что мы знаем , или , по крайней мере , для некоторых из этих больших вещей , или , может быть , одна из приборов ломается , и мы должны найти что-то новое , тогда у нас есть та маленькая подушка , которая там , что"
1,"The zip lock on the bag doesn’t work. More than half of this stuff went flying into the air like a sandstorm. It was all over my apartment, on every surface. It took me an entire day to clean it up."
1,"My legs have very seriously varicose veins and usually become very swelling in the night time. Since I start wear compression socks, it helps to reduce my legs swelling situation after working all day. The socks are very soft. You can wear all day and still feels comfortable. Recommend it !."
1,Product arrived very fast. Used it on local stray cat. Keeping her safe. She did lose 3 very quickly but at this price I do not mind. Would order again. Even though the reflective part does come off very quickly.
0,Коридоры ведут отсюда до различных крыльев музея .
0,Они могут даже сесть рядом с водителем .
1,Too small around so I gifted it to someone...
0,У Вас есть какие-то планы на работу на работе ?
2,"ellos están encantados, yo no los he probado pero parece que les ha gustado mucho"
2,"Bien en tiempo de entrega, perfectas para el trabajo prolongado , se acoplan muy bien a las rodillas . Perfectas para el taller"
2,"Las vengo gastando desde hace mucho tiempo y me van de maravilla, la sigo gastando y las recomiendo, su apurado es perfecto."
0,"Поставь их на в , а не на мульчировать , но пусть они разлагаться ."
0,"Ну нет , я не хочу , чтобы это выглядело так плохо , что ты видишь , где эти следы от spackling , мне нужно , чтобы либо бумаги назад , либо сделать что-то ."
0,Вы найдете полностью меблированная традиционную японскую комнату на четвертом этаже .
2,Un poco endeble. Tuvimos que devolver uno porque la hebilla estaba mal y se caía de la muñeca constantemente. Las piezas no son robustas y alguna se rompió.
0,На него все ultimatelyrests .
0,"Кроме того , решения , принятые в ходе оценки , включая окончательную оценку того , являются ли эти данные достаточно надежными для целей участия , должны быть обобщены и включены в в."
2,"En el margen derecho los dos cristales usados no han pegado correctamente, dejando margen con aire."
0,"Мы живем в одной истории , как в доме на ранчо . Ты знаешь , что такое "" Техасский Лис "" и "" Джейкобс"
1,"I've been using metal bands for my Fitbit Alta HR for months without any issue, until I received this band in the mail. This band has a 'lightning bolt' type symbol on either side of the display; for some reason the band became detached from my Fitbit at least once a day. The portion of the band that clicks into your Fitbit isn't secure. The band is nice looking, but definitely not worth buying again."
2,"Ya teníamos un espejo en uno de los coches pero este es mejor, en primer lugar por la calidad del espejo y después por lo fácil de manejar así como la movilidad que tiene. Sin duda , si tenemos que comprar otro sería como este."
2,"Todo O K solo que el producto tardó mucho en ser entregado, aunque era el plazo de entrega anunciado en Amazon"
0,"Древняя сейсмической активность вынудила в камень к небу , а действия ветра и frosehave создали его в причудливые формы ."
1,It’s fine - does the job for house files - wouldn’t stand up up to office wear and tear
1,Have not put the product in full use yet; but I give the manufacturer the benefits of the doubt that the bags and the pump work as described in the product description.
0,"Ну , экономисты изменили свои стили и свои взгляды по мере того , как они стали старше ; манделл изменился больше , чем большинство ."
1,"The mattress is not firm when the description said it is extra firm. Experiencing backache. After sleeping on it for 3 weeks (1 person), it has lost its support from the side where the person was lying down. Weight : around 130 Lbs."
0,Оба следа разделены на небольшие сегменты различной сложности .
0,Он особенно известен как последний центр подготовки для самых известных жителей города - в.
1,This comforter is super soft! Only con is that it is very HOT. I burn up at night like crazy.
1,Product was poorly made. Stitching overlapped cloud decal. I’m very disappointed in this product. I wanted to return it but never heard Back from the seller
2,El producto cumple su función. El envío llegó en el tiempo calculado
